Energy Source,Unit,Quantity,CO2 Emission (tonnes),Carbon Footprint Value (kg CO2e)
Methane,m3,8428.69,23.178898,23178.9
Methane,m3,3140.35,8.635962,8635.96
Methane,m3,7891.44,21.70146,21701.46
Methane,m3,8919.8,24.52945,24529.45
Methane,m3,4343.84,11.94556,11945.56
Methane,m3,9100.33,25.025907,25025.91
Methane,m3,3779.41,10.393377,10393.38
Methane,m3,9641.14,26.513135,26513.13
Methane,m3,902.0,2.4805,2480.5
Methane,m3,6873.32,18.90163,18901.63
Methane,m3,4943.2,13.5938,13593.8
Methane,m3,3882.61,10.677177,10677.18
Methane,m3,6330.79,17.409672,17409.67
Methane,m3,7041.53,19.364207,19364.21
Methane,m3,53.59,0.147372,147.37
Methane,m3,1677.86,4.614115,4614.11
Methane,m3,7133.33,19.616657,19616.66
Methane,m3,6667.19,18.334772,18334.77
Methane,m3,9660.81,26.567227,26567.23
Methane,m3,7612.77,20.935118,20935.12
Methane,m3,9508.22,26.147605,26147.6
Methane,m3,7028.38,19.328045,19328.04
Methane,m3,2987.54,8.215735,8215.73
Methane,m3,1062.6,2.92215,2922.15
Methane,m3,7820.42,21.506155,21506.15
Methane,m3,6445.05,17.723888,17723.89
Methane,m3,491.38,1.351295,1351.29
Methane,m3,3606.9,9.918975,9918.98
Methane,m3,9568.43,26.313182,26313.18
Methane,m3,5009.01,13.774777,13774.78
Methane,m3,4332.96,11.91564,11915.64
Methane,m3,4582.42,12.601655,12601.65
Methane,m3,2096.74,5.766035,5766.03
Methane,m3,3693.38,10.156795,10156.79
Methane,m3,3704.43,10.187182,10187.18
Methane,m3,533.03,1.465832,1465.83
Methane,m3,7678.0,21.1145,21114.5
Methane,m3,4170.88,11.46992,11469.92
Methane,m3,8223.58,22.614845,22614.84
Methane,m3,8504.98,23.388695,23388.69
Methane,m3,2127.82,5.851505,5851.51
Methane,m3,6576.96,18.08664,18086.64
Methane,m3,4728.1,13.002275,13002.28
Methane,m3,8802.77,24.207618,24207.62
Methane,m3,2165.25,5.954438,5954.44
Methane,m3,6781.35,18.648712,18648.71
Methane,m3,6081.44,16.72396,16723.96
Methane,m3,2960.06,8.140165,8140.16
Methane,m3,1374.64,3.78026,3780.26
Methane,m3,6519.88,17.92967,17929.67
Methane,m3,7388.59,20.318623,20318.62
Methane,m3,3163.12,8.69858,8698.58
Methane,m3,6451.88,17.74267,17742.67
Methane,m3,3957.36,10.88274,10882.74
Methane,m3,7134.94,19.621085,19621.08
Methane,m3,2000.16,5.50044,5500.44
Methane,m3,8903.25,24.483937,24483.94
Methane,m3,2881.22,7.923355,7923.35
Methane,m3,3684.18,10.131495,10131.49
Methane,m3,590.34,1.623435,1623.43
Methane,m3,1124.01,3.091027,3091.03
Methane,m3,5163.46,14.199515,14199.51
Methane,m3,2683.25,7.378937,7378.94
Methane,m3,8356.45,22.980238,22980.24
Methane,m3,156.79,0.431172,431.17
Methane,m3,3797.15,10.442163,10442.16
Methane,m3,3380.08,9.29522,9295.22
Methane,m3,203.08,0.55847,558.47
Methane,m3,1252.44,3.44421,3444.21
Methane,m3,4142.29,11.391297,11391.3
Methane,m3,4933.72,13.56773,13567.73
Methane,m3,4048.85,11.134337,11134.34
Methane,m3,5314.07,14.613692,14613.69
Methane,m3,5955.37,16.377267,16377.27
Methane,m3,109.14,0.300135,300.13
Methane,m3,4646.31,12.777353,12777.35
Methane,m3,9635.36,26.49724,26497.24
Methane,m3,5195.13,14.286607,14286.61
Methane,m3,6778.65,18.641287,18641.29
Methane,m3,3125.52,8.59518,8595.18
Methane,m3,7742.17,21.290968,21290.97
Methane,m3,7731.49,21.261597,21261.6
Methane,m3,5217.75,14.348812,14348.81
Methane,m3,9760.38,26.841045,26841.04
Methane,m3,1264.25,3.476687,3476.69
Methane,m3,179.31,0.493102,493.1
Methane,m3,7703.88,21.18567,21185.67
Methane,m3,8073.48,22.20207,22202.07
Methane,m3,1210.87,3.329892,3329.89
Methane,m3,2663.17,7.323717,7323.72
Methane,m3,185.35,0.509712,509.71
Methane,m3,2940.15,8.085413,8085.41
Methane,m3,7733.69,21.267647,21267.65
Methane,m3,5184.43,14.257183,14257.18
Methane,m3,3487.47,9.590542,9590.54
Methane,m3,3723.68,10.24012,10240.12
Methane,m3,23.52,0.06468,64.68
Methane,m3,3005.01,8.263777,8263.78
Methane,m3,6468.12,17.78733,17787.33
Methane,m3,9742.2,26.79105,26791.05
Methane,m3,8472.14,23.298385,23298.38
Methane,m3,245.71,0.675702,675.7
Methane,m3,8986.62,24.713205,24713.21
Methane,m3,7834.15,21.543912,21543.91
Methane,m3,7805.96,21.46639,21466.39
Methane,m3,4585.38,12.609795,12609.8
Methane,m3,3986.07,10.961692,10961.69
Methane,m3,3036.13,8.349357,8349.36
Methane,m3,666.29,1.832297,1832.3
Methane,m3,2290.07,6.297693,6297.69
Methane,m3,2473.57,6.802318,6802.32
Methane,m3,4845.93,13.326308,13326.31
Methane,m3,7476.97,20.561667,20561.67
Methane,m3,4743.36,13.04424,13044.24
Methane,m3,587.87,1.616642,1616.64
Methane,m3,9578.32,26.34038,26340.38
Methane,m3,9427.82,25.926505,25926.5
Methane,m3,7854.04,21.59861,21598.61
Methane,m3,9913.37,27.261768,27261.77
Methane,m3,5449.38,14.985795,14985.8
Methane,m3,9628.06,26.477165,26477.16
Methane,m3,765.29,2.104547,2104.55
Methane,m3,3663.15,10.073662,10073.66
Methane,m3,2261.56,6.21929,6219.29
Methane,m3,1966.37,5.407517,5407.52
Methane,m3,1416.62,3.895705,3895.7
Methane,m3,6227.91,17.126752,17126.75
Methane,m3,7815.41,21.492377,21492.38
Methane,m3,5787.2,15.9148,15914.8
Methane,m3,1478.16,4.06494,4064.94
Methane,m3,8113.13,22.311107,22311.11
Methane,m3,6363.19,17.498772,17498.77
Methane,m3,3887.78,10.691395,10691.4
Methane,m3,6744.56,18.54754,18547.54
Methane,m3,2606.45,7.167737,7167.74
Methane,m3,3458.47,9.510792,9510.79
Methane,m3,9175.68,25.23312,25233.12
Methane,m3,2912.14,8.008385,8008.38
Methane,m3,4705.18,12.939245,12939.24
Methane,m3,8902.51,24.481903,24481.9
Methane,m3,7080.14,19.470385,19470.39
Methane,m3,631.41,1.736377,1736.38
Methane,m3,1481.56,4.07429,4074.29
Methane,m3,88.34,0.242935,242.93
Methane,m3,6312.91,17.360502,17360.5
Methane,m3,4482.26,12.326215,12326.22
Methane,m3,1351.41,3.716378,3716.38
Methane,m3,9579.76,26.34434,26344.34
Methane,m3,5301.3,14.578575,14578.57
Methane,m3,2426.51,6.672903,6672.9
Methane,m3,5011.03,13.780332,13780.33
Methane,m3,6799.41,18.698377,18698.38
Methane,m3,771.63,2.121982,2121.98
Methane,m3,2754.29,7.574297,7574.3
Methane,m3,8071.59,22.196872,22196.87
Methane,m3,4602.05,12.655637,12655.64
Methane,m3,5470.31,15.043353,15043.35
Methane,m3,4333.83,11.918032,11918.03
Methane,m3,448.56,1.23354,1233.54
Methane,m3,1665.84,4.58106,4581.06
Methane,m3,4460.96,12.26764,12267.64
Methane,m3,2099.76,5.77434,5774.34
Methane,m3,509.29,1.400548,1400.55
Methane,m3,8438.06,23.204665,23204.66
Methane,m3,9812.11,26.983303,26983.3
Methane,m3,7933.5,21.817125,21817.12
Methane,m3,8539.31,23.483102,23483.1
Methane,m3,2427.35,6.675212,6675.21
Methane,m3,9606.66,26.418315,26418.31
Methane,m3,1977.29,5.437547,5437.55
Methane,m3,9514.78,26.165645,26165.65
Methane,m3,9948.24,27.35766,27357.66
Methane,m3,7120.11,19.580302,19580.3
Methane,m3,9811.63,26.981982,26981.98
Methane,m3,5699.7,15.674175,15674.17
Methane,m3,2602.82,7.157755,7157.76
Methane,m3,4375.59,12.032872,12032.87
Methane,m3,5939.67,16.334093,16334.09
Methane,m3,740.08,2.03522,2035.22
Methane,m3,6227.21,17.124827,17124.83
Methane,m3,9811.97,26.982917,26982.92
Methane,m3,1909.18,5.250245,5250.24
Methane,m3,7928.03,21.802082,21802.08
Methane,m3,9079.91,24.969752,24969.75
Methane,m3,9437.58,25.953345,25953.34
Methane,m3,9601.75,26.404812,26404.81
Methane,m3,5219.38,14.353295,14353.3
Methane,m3,9773.31,26.876602,26876.6
Methane,m3,7575.53,20.832707,20832.71
Methane,m3,1625.1,4.469025,4469.02
Methane,m3,4774.23,13.129132,13129.13
Methane,m3,7186.13,19.761857,19761.86
Methane,m3,2480.93,6.822557,6822.56
Methane,m3,6409.75,17.626812,17626.81
Methane,m3,6669.34,18.340685,18340.69
Methane,m3,1635.37,4.497267,4497.27
Methane,m3,5655.2,15.5518,15551.8
Methane,m3,7718.55,21.226012,21226.01
Methane,m3,4993.97,13.733417,13733.42
Methane,m3,130.91,0.360002,360.0
Methane,m3,100.29,0.275798,275.8
Methane,m3,3576.72,9.83598,9835.98
Methane,m3,9262.68,25.47237,25472.37
Methane,m3,2294.48,6.30982,6309.82
Methane,m3,6347.29,17.455047,17455.05
Methane,m3,2228.54,6.128485,6128.48
Methane,m3,3223.48,8.86457,8864.57
Methane,m3,8481.94,23.325335,23325.33
Methane,m3,7291.33,20.051157,20051.16
Methane,m3,963.04,2.64836,2648.36
Methane,m3,4292.73,11.805007,11805.01
Methane,m3,301.41,0.828878,828.88
Methane,m3,4814.09,13.238747,13238.75
Methane,m3,6627.72,18.22623,18226.23
Methane,m3,1193.84,3.28306,3283.06
Methane,m3,2895.96,7.96389,7963.89
Methane,m3,3984.39,10.957072,10957.07
Methane,m3,9196.11,25.289303,25289.3
Methane,m3,9932.62,27.314705,27314.71
Methane,m3,458.66,1.261315,1261.32
Methane,m3,7612.47,20.934292,20934.29
Methane,m3,3723.52,10.23968,10239.68
Methane,m3,3930.66,10.809315,10809.32
Methane,m3,7545.11,20.749052,20749.05
Methane,m3,9185.08,25.25897,25258.97
Methane,m3,9509.78,26.151895,26151.9
Methane,m3,5775.45,15.882487,15882.49
Methane,m3,3577.64,9.83851,9838.51
Methane,m3,7877.62,21.663455,21663.45
Methane,m3,2517.5,6.923125,6923.12
Methane,m3,5645.1,15.524025,15524.02
Methane,m3,3592.2,9.87855,9878.55
Methane,m3,6569.74,18.066785,18066.78
Methane,m3,2411.59,6.631873,6631.87
Methane,m3,1924.01,5.291027,5291.03
Methane,m3,9183.21,25.253827,25253.83
Methane,m3,1027.02,2.824305,2824.3
Methane,m3,5064.52,13.92743,13927.43
Methane,m3,2216.32,6.09488,6094.88
Methane,m3,398.91,1.097003,1097.0
Methane,m3,369.83,1.017033,1017.03
Methane,m3,1760.47,4.841292,4841.29
Methane,m3,8669.04,23.83986,23839.86
Methane,m3,2831.96,7.78789,7787.89
Methane,m3,9505.09,26.138997,26139.0
Methane,m3,5820.41,16.006127,16006.13
Methane,m3,4371.78,12.022395,12022.39
Methane,m3,5805.09,15.963997,15964.0
Methane,m3,5171.82,14.222505,14222.5
Methane,m3,7590.17,20.872967,20872.97
Methane,m3,2832.14,7.788385,7788.38
Methane,m3,3536.97,9.726667,9726.67
Methane,m3,8942.0,24.5905,24590.5
Methane,m3,9465.1,26.029025,26029.03
Methane,m3,8926.66,24.548315,24548.31
Methane,m3,4200.29,11.550797,11550.8
Methane,m3,7805.85,21.466088,21466.09
Methane,m3,4768.59,13.113622,13113.62
Methane,m3,4980.42,13.696155,13696.15
Methane,m3,2054.75,5.650562,5650.56
Methane,m3,5915.39,16.267322,16267.32
Methane,m3,1869.5,5.141125,5141.12
Methane,m3,3322.33,9.136407,9136.41
Methane,m3,8551.75,23.517312,23517.31
Methane,m3,2078.69,5.716398,5716.4
Methane,m3,720.87,1.982393,1982.39
Methane,m3,699.39,1.923322,1923.32
Methane,m3,9408.44,25.87321,25873.21
Methane,m3,5074.14,13.953885,13953.89
Methane,m3,4100.03,11.275082,11275.08
Methane,m3,8110.68,22.30437,22304.37
Methane,m3,8359.9,22.989725,22989.72
Methane,m3,3328.59,9.153622,9153.62
Methane,m3,6939.24,19.08291,19082.91
Methane,m3,7713.52,21.21218,21212.18
Methane,m3,6549.96,18.01239,18012.39
Methane,m3,1524.43,4.192183,4192.18
Methane,m3,8760.07,24.090192,24090.19
Methane,m3,5395.55,14.837763,14837.76
Methane,m3,2831.9,7.787725,7787.73
Methane,m3,4258.03,11.709582,11709.58
Methane,m3,385.34,1.059685,1059.68
Methane,m3,1287.39,3.540323,3540.32
Methane,m3,7657.81,21.058978,21058.98
Methane,m3,10.12,0.02783,27.83
Methane,m3,4171.49,11.471597,11471.6
Methane,m3,5229.88,14.38217,14382.17
Methane,m3,555.8,1.52845,1528.45
Methane,m3,9731.05,26.760387,26760.39
Methane,m3,2268.99,6.239722,6239.72
Methane,m3,3048.95,8.384612,8384.61
Methane,m3,3046.39,8.377572,8377.57
Methane,m3,2311.86,6.357615,6357.61
Methane,m3,24.72,0.06798,67.98
Methane,m3,7296.15,20.064412,20064.41
Methane,m3,9668.79,26.589173,26589.17
Methane,m3,2250.69,6.189398,6189.4
Methane,m3,6633.84,18.24306,18243.06
Methane,m3,7421.54,20.409235,20409.24
Methane,m3,8485.77,23.335867,23335.87
Methane,m3,4232.07,11.638192,11638.19
Methane,m3,3036.28,8.34977,8349.77
Methane,m3,3259.7,8.964175,8964.17
Methane,m3,7129.09,19.604997,19605.0
Methane,m3,8169.63,22.466482,22466.48
Methane,m3,1824.32,5.01688,5016.88
Methane,m3,3715.7,10.218175,10218.17
Methane,m3,9020.38,24.806045,24806.04
Methane,m3,8068.87,22.189392,22189.39
Methane,m3,9848.74,27.084035,27084.03
Methane,m3,7544.94,20.748585,20748.58
Methane,m3,3938.02,10.829555,10829.55
Methane,m3,5910.47,16.253792,16253.79
Methane,m3,6613.53,18.187207,18187.21
Methane,m3,793.77,2.182867,2182.87
Methane,m3,5449.52,14.98618,14986.18
Methane,m3,7096.12,19.51433,19514.33
Methane,m3,1681.54,4.624235,4624.23
Methane,m3,7808.51,21.473402,21473.4
Methane,m3,5841.89,16.065198,16065.2
Methane,m3,9522.7,26.187425,26187.42
Methane,m3,433.8,1.19295,1192.95
Methane,m3,2660.61,7.316677,7316.68
Methane,m3,6019.52,16.55368,16553.68
Methane,m3,2972.63,8.174732,8174.73
Methane,m3,7147.1,19.654525,19654.52
Methane,m3,7592.46,20.879265,20879.26
Methane,m3,1034.13,2.843857,2843.86
Methane,m3,5143.41,14.144377,14144.38
Methane,m3,5093.82,14.008005,14008.0
Methane,m3,3699.11,10.172553,10172.55
Methane,m3,9329.92,25.65728,25657.28
Methane,m3,8276.79,22.761173,22761.17
Methane,m3,6975.12,19.18158,19181.58
Methane,m3,7146.12,19.65183,19651.83
Methane,m3,4622.54,12.711985,12711.98
Methane,m3,9210.74,25.329535,25329.53
Methane,m3,6949.01,19.109777,19109.78
Methane,m3,7292.52,20.05443,20054.43
Methane,m3,8618.29,23.700298,23700.3
Methane,m3,2747.98,7.556945,7556.94
Methane,m3,8072.64,22.19976,22199.76
Methane,m3,1960.45,5.391237,5391.24
Methane,m3,3459.97,9.514917,9514.92
Methane,m3,3362.75,9.247562,9247.56
Methane,m3,9785.47,26.910042,26910.04
Methane,m3,8566.81,23.558727,23558.73
Methane,m3,7014.69,19.290397,19290.4
Methane,m3,7273.3,20.001575,20001.58
Methane,m3,5625.11,15.469052,15469.05
Methane,m3,9471.44,26.04646,26046.46
Methane,m3,4967.62,13.660955,13660.95
Methane,m3,3811.37,10.481267,10481.27
Methane,m3,1638.72,4.50648,4506.48
Methane,m3,7864.19,21.626522,21626.52
Methane,m3,7347.09,20.204497,20204.5
Methane,m3,3849.71,10.586702,10586.7
Methane,m3,261.68,0.71962,719.62
Methane,m3,8391.58,23.076845,23076.84
Methane,m3,124.07,0.341192,341.19
Methane,m3,7039.96,19.35989,19359.89
Methane,m3,9702.87,26.682893,26682.89
Methane,m3,4382.24,12.05116,12051.16
Methane,m3,2357.38,6.482795,6482.8
Methane,m3,7051.66,19.392065,19392.06
Methane,m3,8173.11,22.476052,22476.05
Methane,m3,5468.84,15.03931,15039.31
Methane,m3,9670.68,26.59437,26594.37
Methane,m3,526.17,1.446967,1446.97
Methane,m3,5052.91,13.895502,13895.5
Methane,m3,7187.35,19.765213,19765.21
Methane,m3,8627.78,23.726395,23726.4
Methane,m3,1800.76,4.95209,4952.09
Methane,m3,8002.03,22.005582,22005.58
Methane,m3,5531.54,15.211735,15211.73
Methane,m3,3971.57,10.921817,10921.82
Methane,m3,1325.83,3.646032,3646.03
Methane,m3,8654.3,23.799325,23799.32
Methane,m3,1581.16,4.34819,4348.19
Methane,m3,3104.78,8.538145,8538.15
Methane,m3,2907.55,7.995762,7995.76
Methane,m3,8715.43,23.967433,23967.43
Oil,liters,6730.3,18.037204,18037.2
Oil,liters,7968.85,21.356518,21356.52
Oil,liters,2512.17,6.732616,6732.62
Oil,liters,6252.49,16.756673,16756.67
Oil,liters,5721.74,15.334263,15334.26
Oil,liters,8329.98,22.324346,22324.35
Oil,liters,9061.81,24.285651,24285.65
Oil,liters,131.45,0.352286,352.29
Oil,liters,6743.46,18.072473,18072.47
Oil,liters,527.84,1.414611,1414.61
Oil,liters,5493.1,14.721508,14721.51
Oil,liters,2883.45,7.727646,7727.65
Oil,liters,3074.7,8.240196,8240.2
Oil,liters,3536.06,9.476641,9476.64
Oil,liters,6216.71,16.660783,16660.78
Oil,liters,3347.16,8.970389,8970.39
Oil,liters,7329.66,19.643489,19643.49
Oil,liters,4051.23,10.857296,10857.3
Oil,liters,692.85,1.856838,1856.84
Oil,liters,7839.76,21.010557,21010.56
Oil,liters,2864.73,7.677476,7677.48
Oil,liters,4333.34,11.613351,11613.35
Oil,liters,6857.58,18.378314,18378.31
Oil,liters,3331.24,8.927723,8927.72
Oil,liters,575.29,1.541777,1541.78
Oil,liters,3745.47,10.03786,10037.86
Oil,liters,9445.04,25.312707,25312.71
Oil,liters,6420.93,17.208092,17208.09
Oil,liters,6718.08,18.004454,18004.45
Oil,liters,6326.5,16.95502,16955.02
Oil,liters,1997.93,5.354452,5354.45
Oil,liters,4189.16,11.226949,11226.95
Oil,liters,7511.89,20.131865,20131.87
Oil,liters,1022.72,2.74089,2740.89
Oil,liters,2785.75,7.46581,7465.81
Oil,liters,2770.43,7.424752,7424.75
Oil,liters,4325.87,11.593332,11593.33
Oil,liters,9803.88,26.274398,26274.4
Oil,liters,684.35,1.834058,1834.06
Oil,liters,5191.82,13.914078,13914.08
Oil,liters,1801.85,4.828958,4828.96
Oil,liters,9707.06,26.014921,26014.92
Oil,liters,1141.9,3.060292,3060.29
Oil,liters,4041.97,10.83248,10832.48
Oil,liters,7381.47,19.78234,19782.34
Oil,liters,7048.5,18.88998,18889.98
Oil,liters,4233.06,11.344601,11344.6
Oil,liters,3471.78,9.30437,9304.37
Oil,liters,3982.15,10.672162,10672.16
Oil,liters,2650.12,7.102322,7102.32
Oil,liters,2061.28,5.52423,5524.23
Oil,liters,4835.57,12.959328,12959.33
Oil,liters,2692.65,7.216302,7216.3
Oil,liters,2881.74,7.723063,7723.06
Oil,liters,6570.99,17.610253,17610.25
Oil,liters,9685.69,25.957649,25957.65
Oil,liters,6040.34,16.188111,16188.11
Oil,liters,779.02,2.087774,2087.77
Oil,liters,765.08,2.050414,2050.41
Oil,liters,9514.72,25.49945,25499.45
Oil,liters,2979.93,7.986212,7986.21
Oil,liters,929.75,2.49173,2491.73
Oil,liters,5994.46,16.065153,16065.15
Oil,liters,6240.25,16.72387,16723.87
Oil,liters,6488.56,17.389341,17389.34
Oil,liters,2681.35,7.186018,7186.02
Oil,liters,160.96,0.431373,431.37
Oil,liters,9650.5,25.86334,25863.34
Oil,liters,2516.42,6.744006,6744.01
Oil,liters,6763.5,18.12618,18126.18
Oil,liters,7069.23,18.945536,18945.54
Oil,liters,6103.97,16.35864,16358.64
Oil,liters,3135.94,8.404319,8404.32
Oil,liters,2718.25,7.28491,7284.91
Oil,liters,5980.71,16.028303,16028.3
Oil,liters,8662.3,23.214964,23214.96
Oil,liters,9467.87,25.373892,25373.89
Oil,liters,1068.0,2.86224,2862.24
Oil,liters,1556.74,4.172063,4172.06
Oil,liters,9447.92,25.320426,25320.43
Oil,liters,7367.99,19.746213,19746.21
Oil,liters,8831.11,23.667375,23667.37
Oil,liters,2034.3,5.451924,5451.92
Oil,liters,5879.98,15.758346,15758.35
Oil,liters,7014.38,18.798538,18798.54
Oil,liters,6804.32,18.235578,18235.58
Oil,liters,4087.44,10.954339,10954.34
Oil,liters,163.79,0.438957,438.96
Oil,liters,5833.43,15.633592,15633.59
Oil,liters,2538.48,6.803126,6803.13
Oil,liters,4508.04,12.081547,12081.55
Oil,liters,9576.23,25.664296,25664.3
Oil,liters,3996.36,10.710245,10710.24
Oil,liters,8399.62,22.510982,22510.98
Oil,liters,1893.52,5.074634,5074.63
Oil,liters,6727.88,18.030718,18030.72
Oil,liters,9770.3,26.184404,26184.4
Oil,liters,1027.91,2.754799,2754.8
Oil,liters,93.12,0.249562,249.56
Oil,liters,4341.49,11.635193,11635.19
Oil,liters,935.33,2.506684,2506.68
Oil,liters,7486.36,20.063445,20063.44
Oil,liters,9146.34,24.512191,24512.19
Oil,liters,4345.87,11.646932,11646.93
Oil,liters,2594.53,6.95334,6953.34
Oil,liters,4349.69,11.657169,11657.17
Oil,liters,7237.24,19.395803,19395.8
Oil,liters,100.45,0.269206,269.21
Oil,liters,5898.65,15.808382,15808.38
Oil,liters,6136.78,16.44657,16446.57
Oil,liters,6380.51,17.099767,17099.77
Oil,liters,2427.8,6.506504,6506.5
Oil,liters,7143.39,19.144285,19144.29
Oil,liters,923.0,2.47364,2473.64
Oil,liters,2000.71,5.361903,5361.9
Oil,liters,8775.93,23.519492,23519.49
Oil,liters,7389.84,19.804771,19804.77
Oil,liters,147.32,0.394818,394.82
Oil,liters,2491.28,6.67663,6676.63
Oil,liters,2151.92,5.767146,5767.15
Oil,liters,2715.36,7.277165,7277.16
Oil,liters,2483.12,6.654762,6654.76
Oil,liters,634.64,1.700835,1700.84
Oil,liters,4594.82,12.314118,12314.12
Oil,liters,7330.01,19.644427,19644.43
Oil,liters,6071.25,16.27095,16270.95
Oil,liters,6731.99,18.041733,18041.73
Oil,liters,820.68,2.199422,2199.42
Oil,liters,9515.39,25.501245,25501.25
Oil,liters,8386.53,22.4759,22475.9
Oil,liters,8052.85,21.581638,21581.64
Oil,liters,8231.61,22.060715,22060.71
Oil,liters,9327.78,24.99845,24998.45
Oil,liters,5447.1,14.598228,14598.23
Oil,liters,2010.82,5.388998,5389.0
Oil,liters,6171.67,16.540076,16540.08
Oil,liters,7431.39,19.916125,19916.13
Oil,liters,7381.79,19.783197,19783.2
Oil,liters,5219.28,13.98767,13987.67
Oil,liters,693.9,1.859652,1859.65
Oil,liters,3717.42,9.962686,9962.69
Oil,liters,9208.46,24.678673,24678.67
Oil,liters,5848.64,15.674355,15674.36
Oil,liters,5387.94,14.439679,14439.68
Oil,liters,2695.85,7.224878,7224.88
Oil,liters,3690.8,9.891344,9891.34
Oil,liters,8954.51,23.998087,23998.09
Oil,liters,6667.97,17.87016,17870.16
Oil,liters,7876.0,21.10768,21107.68
Oil,liters,4548.91,12.191079,12191.08
Oil,liters,6306.17,16.900536,16900.54
Oil,liters,2491.35,6.676818,6676.82
Oil,liters,7057.55,18.914234,18914.23
Oil,liters,4281.74,11.475063,11475.06
Oil,liters,4431.03,11.87516,11875.16
Oil,liters,6496.73,17.411236,17411.24
Oil,liters,9363.44,25.094019,25094.02
Oil,liters,649.42,1.740446,1740.45
Oil,liters,8249.18,22.107802,22107.8
Oil,liters,2930.91,7.854839,7854.84
Oil,liters,4444.76,11.911957,11911.96
Oil,liters,228.91,0.613479,613.48
Oil,liters,3017.45,8.086766,8086.77
Oil,liters,5031.29,13.483857,13483.86
Oil,liters,571.2,1.530816,1530.82
Oil,liters,4916.05,13.175014,13175.01
Oil,liters,9271.84,24.848531,24848.53
Oil,liters,1062.88,2.848518,2848.52
Oil,liters,7646.76,20.493317,20493.32
Oil,liters,4102.61,10.994995,10994.99
Oil,liters,6555.19,17.567909,17567.91
Oil,liters,2609.76,6.994157,6994.16
Oil,liters,1603.33,4.296924,4296.92
Oil,liters,1613.02,4.322894,4322.89
Oil,liters,714.21,1.914083,1914.08
Oil,liters,1864.61,4.997155,4997.15
Oil,liters,6645.55,17.810074,17810.07
Oil,liters,8818.09,23.632481,23632.48
Oil,liters,8143.12,21.823562,21823.56
Oil,liters,6854.49,18.370033,18370.03
Oil,liters,1113.21,2.983403,2983.4
Oil,liters,2898.98,7.769266,7769.27
Oil,liters,3104.97,8.32132,8321.32
Oil,liters,2507.07,6.718948,6718.95
Oil,liters,5154.91,13.815159,13815.16
Oil,liters,5360.18,14.365282,14365.28
Oil,liters,3575.29,9.581777,9581.78
Oil,liters,3544.35,9.498858,9498.86
Oil,liters,8287.27,22.209884,22209.88
Oil,liters,7895.04,21.158707,21158.71
Oil,liters,3084.88,8.267478,8267.48
Oil,liters,9138.75,24.49185,24491.85
Oil,liters,9528.62,25.536702,25536.7
Oil,liters,3274.16,8.774749,8774.75
Oil,liters,3550.71,9.515903,9515.9
Oil,liters,5061.29,13.564257,13564.26
Oil,liters,9411.8,25.223624,25223.62
Oil,liters,8764.43,23.488672,23488.67
Oil,liters,1034.65,2.772862,2772.86
Oil,liters,3933.38,10.541458,10541.46
Oil,liters,5538.18,14.842322,14842.32
Oil,liters,5036.29,13.497257,13497.26
Oil,liters,1946.69,5.217129,5217.13
Oil,liters,8589.58,23.020074,23020.07
Oil,liters,6772.64,18.150675,18150.68
Oil,liters,8380.7,22.460276,22460.28
Oil,liters,8589.06,23.018681,23018.68
Oil,liters,7486.07,20.062668,20062.67
